"""UserID""","""Probability1"""
1255,1
1256,1
1260,1
1261,1
1266,1
1270,1
1272,1
1274,1
1288,0
1290,1
1291,1
1294,1
1295,0
1297,1
1300,1
1303,1
1306,1
1311,0
1315,0
1320,0
1324,1
1326,0
1335,1
1337,1
1339,0
1343,0
1345,1
1348,1
1350,0
1355,0
1357,1
1366,1
1371,1
1373,1
1376,1
1386,1
1387,0
1394,1
1397,0
1400,1
1403,1
1405,1
1409,1
1412,0
1413,0
1416,1
1420,0
1421,1
1423,1
1440,1
1443,1
1445,1
1449,1
1451,1
1452,0
1457,0
1460,0
1463,0
1464,0
1466,1
1468,1
1469,1
1472,0
1473,1
1474,0
1475,1
1476,1
1477,1
1478,1
1479,1
1482,1
1485,1
1493,1
1499,1
1502,1
1503,1
1505,1
1507,1
1511,0
1516,1
1522,0
1543,0
1545,1
1548,1
1550,1
1552,1
1553,1
1558,1
1560,1
1562,1
1565,0
1566,0
1572,1
1576,1
1578,1
1582,0
1591,1
1592,0
1593,1
1594,1
1602,0
1604,0
1605,1
1607,1
1617,1
1619,1
1621,1
1628,1
1630,1
1632,1
1633,0
1636,1
1647,0
1648,1
1657,0
1658,1
1667,0
1669,0
1684,0
1688,1
1689,1
1692,1
1694,0
1699,1
1703,1
1704,1
1707,0
1720,1
1727,0
1728,1
1729,1
1736,0
1737,1
1744,1
1746,1
1747,1
1751,1
1755,1
1760,0
1761,0
1762,1
1763,0
1764,1
1766,0
1776,1
1781,0
1787,1
1798,1
1801,1
1808,1
1811,1
1812,1
1813,1
1816,1
1817,0
1818,1
1823,1
1826,0
1828,1
1831,1
1833,1
1839,1
1847,1
1850,1
1855,1
1864,1
1866,0
1872,1
1874,1
1875,1
1886,1
1889,1
1894,1
1899,0
1902,1
1903,0
1904,1
1908,0
1910,0
1912,0
1913,0
1921,0
1927,1
1928,1
1940,1
1943,0
1944,1
1947,0
1952,0
1959,0
1964,0
1966,1
1969,0
1978,1
1980,1
1983,1
1988,0
1990,1
1995,1
1996,1
2001,1
2006,0
2007,0
2011,1
2020,1
2021,0
2022,1
2028,1
2034,1
2036,1
2037,1
2038,1
2045,0
2047,1
2052,1
2058,1
2061,0
2065,0
2067,1
2068,1
2070,1
2071,1
2072,1
2075,1
2076,1
2084,0
2094,1
2095,1
2101,1
2104,0
2112,1
2114,0
2117,1
2118,0
2123,1
2129,1
2131,0
2140,1
2141,1
2146,0
2147,0
2148,1
2151,1
2153,1
2156,1
2160,1
2177,1
2178,1
2188,1
2192,0
2198,1
2199,1
2203,1
2207,0
2210,1
2222,0
2227,0
2228,1
2230,1
2231,0
2236,1
2243,1
2244,1
2253,0
2256,1
2259,1
2263,1
2265,1
2267,1
2270,0
2272,1
2273,0
2276,1
2279,0
2281,1
2284,1
2285,0
2287,1
2292,1
2296,1
2298,1
2305,1
2306,1
2309,0
2310,1
2312,0
2316,1
2319,1
2320,1
2326,1
2331,1
2335,1
2336,1
2341,1
2345,1
2346,1
2348,1
2352,1
2353,0
2355,1
2359,1
2360,1
2371,1
2378,1
2381,1
2386,0
2390,0
2391,1
2392,1
2393,1
2398,0
2402,0
2404,1
2409,1
2410,1
2412,1
2417,1
2419,1
2422,0
2424,0
2430,1
2434,1
2441,0
2444,0
2449,1
2453,0
2455,0
2456,0
2462,1
2464,1
2465,1
2466,1
2468,0
2469,1
2470,1
2474,0
2479,1
2480,1
2483,1
2485,1
2486,1
2496,1
2497,1
2498,1
2509,0
2511,1
2513,1
2516,0
2523,1
2525,1
2527,1
2528,1
2533,0
2540,1
2543,1
2544,1
2549,1
2551,1
2558,0
2572,0
2573,1
2574,1
2576,0
2579,0
2584,1
2589,1
2597,1
2599,0
2605,1
2608,1
2614,0
2619,1
2622,0
2623,1
2624,1
2625,0
2640,1
2642,1
2646,0
2649,1
2662,1
2663,0
2664,1
2671,1
2677,1
2679,0
2683,1
2685,1
2694,1
2697,1
2700,1
2706,1
2710,0
2719,1
2731,1
2734,0
2736,1
2745,1
2746,0
2750,1
2755,0
2757,1
2776,1
2787,0
2788,1
2789,1
2791,1
2793,0
2795,0
2800,1
2801,0
2806,1
2808,1
2813,1
2814,1
2819,1
2820,1
2823,0
2830,1
2832,0
2838,0
2839,0
2845,1
2846,1
2856,1
2858,1
2860,1
2864,0
2866,1
2871,1
2875,0
2882,0
2891,1
2892,1
2898,1
2900,0
2907,1
2915,0
2917,0
2926,1
2928,1
2932,1
2950,1
2958,1
2967,1
2982,1
2983,1
2994,1
2997,1
3013,1
3016,1
3026,0
3031,1
3032,1
3041,1
3045,1
3050,0
3057,1
3060,1
3061,1
3064,1
3065,0
3068,1
3082,1
3094,1
3095,0
3096,0
3098,1
3103,1
3108,1
3117,1
3118,1
3127,0
3129,0
3131,1
3134,1
3136,1
3139,0
3142,1
3147,1
3154,0
3156,1
3159,1
3163,1
3166,1
3172,1
3173,1
3178,0
3180,0
3185,1
3187,0
3189,1
3193,1
3194,1
3195,1
3198,1
3205,0
3207,1
3208,1
3213,1
3214,1
3215,1
3225,0
3227,1
3232,1
3244,1
3246,0
3248,1
3252,1
3255,0
3263,1
3265,0
3274,1
3287,1
3296,0
3299,1
3301,1
3302,1
3304,1
3306,1
3308,1
3313,1
3321,1
3326,1
3327,1
3332,0
3334,1
3336,0
3346,1
3347,1
3348,1
3351,0
3360,0
3366,0
3367,1
3369,1
3371,1
3372,1
3385,1
3389,1
3390,0
3392,0
3393,0
3394,0
3396,1
3412,1
3413,1
3420,0
3425,1
3427,0
3430,1
3432,1
3433,1
3434,1
3442,1
3447,0
3461,0
3462,0
3464,1
3471,1
3475,1
3476,1
3487,1
3488,1
3490,1
3498,1
3499,1
3500,1
3506,1
3511,1
3512,1
3514,1
3518,1
3523,1
3525,1
3533,1
3537,1
3543,1
3545,0
3550,1
3554,1
3555,0
3558,1
3559,0
3562,0
3564,1
3566,1
3567,1
3572,1
3573,1
3574,0
3576,1
3579,1
3588,1
3590,0
3592,1
3593,1
3594,1
3596,0
3601,1
3602,1
3604,0
3607,1
3613,0
3618,1
3621,1
3631,1
3641,1
3646,1
3657,1
3660,0
3665,1
3666,0
3676,1
3680,1
3682,1
3695,1
3704,0
3707,0
3712,1
3713,0
3714,0
3715,1
3719,0
3733,1
3735,1
3736,1
3737,1
3738,0
3743,1
3744,1
3746,0
3747,0
3749,1
3753,1
3758,1
3764,0
3767,0
3769,0
3781,0
3782,1
3784,1
3788,1
3793,1
3801,1
3805,0
3807,1
3808,0
3809,1
3810,1
3813,0
3816,0
3817,0
3820,1
3833,0
3835,1
3837,1
3839,1
3840,0
3843,1
3848,1
3850,1
3851,0
3859,1
3866,1
3870,1
3873,0
3881,0
3882,0
3889,0
3906,1
3908,1
3909,1
3910,1
3913,1
3915,1
3917,1
3922,0
3923,1
3924,1
3933,1
3935,0
3939,0
3960,1
3971,0
3976,0
3977,0
3987,0
3990,1
4005,0
4008,1
4009,1
4011,0
4012,1
4020,0
4021,0
4022,0
4027,1
4028,1
4030,1
4031,0
4035,0
4036,0
4037,1
4039,1
4044,1
4046,1
4054,0
4056,0
4059,1
4062,1
4064,0
4067,1
4072,0
4090,1
4095,0
4099,1
4102,1
4103,1
4105,0
4110,0
4112,0
4114,1
4116,0
4117,0
4118,1
4124,1
4126,1
4137,1
4141,0
4149,1
4150,1
4152,1
4158,0
4162,1
4163,1
4165,1
4167,1
4170,0
4173,1
4183,1
4188,1
4191,1
4192,0
4195,0
4199,1
4203,0
4208,1
4218,0
4231,1
4233,1
4234,1
4240,0
4247,1
4249,0
4254,1
4256,1
4258,1
4260,1
4262,1
4267,1
4280,0
4281,1
4282,0
4284,1
4285,1
4288,1
4300,0
4301,1
4302,0
4303,0
4305,0
4308,1
4314,0
4315,1
4325,1
4327,1
4330,0
4334,1
4340,1
4347,0
4349,1
4362,1
4370,1
4372,0
4377,1
4379,1
4383,0
4392,1
4393,1
4394,0
4402,1
4406,0
4409,1
4411,0
4412,1
4418,1
4420,1
4422,1
4431,0
4433,0
4435,1
4445,0
4449,1
4451,1
4457,1
4458,0
4460,0
4462,1
4464,1
4466,1
4469,1
4472,0
4473,1
4475,1
4478,0
4481,0
4482,1
4484,0
4494,0
4496,1
4497,1
4507,1
4510,0
4513,0
4525,0
4530,1
4537,1
4542,1
4543,1
4544,1
4546,1
4547,1
4558,1
4568,1
4569,1
4572,0
4579,1
4580,0
4584,1
4586,1
4598,0
4602,0
4607,0
4610,1
4613,0
4620,1
4623,1
4626,1
4629,0
4631,0
4633,1
4634,1
4635,1
4638,0
4639,1
4641,1
4644,1
4646,1
4650,1
4658,0
4661,1
4665,0
4672,1
4680,0
4683,0
4690,1
4693,1
4694,1
4695,1
4698,1
4699,1
4702,1
4710,1
4711,0
4715,0
4718,1
4734,1
4738,0
4740,1
4757,0
4759,1
4761,1
4768,0
4770,1
4773,1
4778,1
4782,0
4785,1
4787,0
4795,0
4797,1
4799,1
4803,1
4804,1
4805,1
4814,0
4815,1
4821,1
4823,1
4824,1
4840,1
4842,1
4844,1
4848,0
4850,0
4851,1
4859,0
4861,1
4863,1
4865,1
4867,1
4870,1
4872,1
4874,0
4877,0
4883,0
4884,1
4885,1
4895,1
4901,1
4902,0
4903,1
4904,0
4905,1
4910,1
4915,0
4918,1
4920,0
4922,0
4924,0
4933,1
4934,1
4935,0
4939,0
4940,1
4943,1
4944,0
4946,1
4948,1
4950,1
4952,0
4955,1
4956,1
4961,1
4964,1
4967,1
4968,1
4969,1
4974,0
4978,1
4981,1
4989,1
4990,0
4991,0
4993,1
4995,1
5001,1
5002,1
5008,1
5013,1
5019,1
5021,1
5022,0
5026,1
5034,1
5038,1
5040,0
5042,1
5047,1
5048,0
5054,1
5063,1
5064,0
5066,0
5070,1
5073,0
5074,1
5075,1
5077,1
5078,1
5080,1
5086,0
5090,1
5096,1
5097,0
5098,1
5100,0
5103,1
5107,1
5108,0
5114,1
5115,0
5133,1
5134,1
5137,1
5138,1
5143,1
5144,1
5159,1
5160,0
5161,0
5164,0
5165,1
5179,1
5182,1
5187,0
5188,0
5189,1
5194,0
5197,1
5198,1
5203,0
5206,0
5208,1
5216,1
5224,1
5226,1
5229,1
5236,1
5240,1
5242,1
5249,0
5250,1
5253,1
5255,1
5256,1
5260,1
5265,1
5266,0
5275,1
5276,1
5287,1
5293,1
5294,1
5295,1
5301,1
5304,0
5310,1
5313,0
5318,1
5332,1
5343,1
5347,0
5352,0
5355,1
5357,1
5359,0
5360,1
5374,0
5375,0
5383,1
5387,1
5392,1
5397,1
5399,0
5403,1
5413,1
5414,1
5419,1
5420,1
5423,0
5428,1
5430,1
5431,1
5432,1
5434,0
5436,1
5437,0
5445,1
5448,1
5453,1
5459,1
5461,1
5464,1
5465,0
5474,1
5479,0
5480,1
5486,1
5488,1
5490,0
5492,0
5496,0
5499,1
5500,1
5516,1
5522,1
5530,0
5531,1
5537,1
5538,0
5554,1
5556,0
5561,1
5562,1
5569,0
5573,1
5576,1
5581,1
5588,1
5592,1
5596,0
5600,1
5602,1
5603,0
5609,1
5612,1
5617,1
5620,1
5621,1
5623,1
5634,1
5639,1
5642,1
5643,0
5645,0
5648,0
5659,0
5664,1
5674,1
5676,0
5680,0
5681,0
5683,1
5690,1
5698,1
5706,1
5717,1
5721,1
5723,1
5726,0
5730,0
5736,1
5741,0
5748,1
5749,0
5750,1
5757,0
5761,1
5766,1
5779,0
5789,1
5791,1
5794,1
5797,0
5806,0
5811,1
5812,1
5814,0
5815,0
5816,1
5824,0
5826,0
5827,1
5843,1
5848,1
5859,0
5863,1
5864,0
5877,0
5880,1
5882,1
5886,1
5890,0
5891,1
5892,1
5900,1
5903,0
5907,0
5912,1
5914,1
5923,1
5930,1
5937,0
5938,1
5946,1
5948,1
5950,1
5952,1
5953,0
5956,1
5957,0
5960,1
5967,1
5969,1
5975,1
5976,0
5979,0
5986,0
5988,1
5989,1
5991,1
5993,1
5999,1
6009,1
6014,1
6015,1
6016,0
6019,1
6036,1
6037,0
6038,0
6042,1
6048,1
6056,1
6058,0
6065,1
6067,1
6071,1
6072,0
6073,1
6079,1
6081,0
6090,1
6094,1
6099,1
6102,1
6105,0
6115,1
6118,1
6125,1
6128,1
6130,0
6131,1
6137,1
6162,0
6172,1
6179,0
6182,1
6184,1
6186,1
6187,0
6195,0
6196,1
6197,1
6200,0
6201,1
6205,0
6207,0
6208,1
6214,1
6215,1
6222,1
6223,1
6239,1
6241,0
6243,0
6245,0
6257,1
6258,1
6260,1
6264,1
6267,1
6283,1
6285,1
6289,1
6292,1
6293,1
6294,1
6297,1
6298,0
6299,1
6307,0
6308,1
6319,0
6321,1
6335,0
6341,1
6343,1
6348,0
6349,1
6353,1
6362,0
6363,1
6377,1
6378,1
6388,1
6389,0
6391,1
6392,1
6393,1
6394,1
6395,0
6405,1
6408,1
6409,0
6412,1
6415,0
6421,1
6426,1
6428,1
6438,1
6439,0
6440,1
6445,1
6447,1
6450,1
6451,1
6452,1
6458,0
6459,0
6461,1
6464,0
6468,0
6477,1
6478,1
6479,1
6481,0
6494,1
6495,1
6497,1
6503,0
6504,1
6505,1
6513,1
6520,0
6521,0
6522,1
6524,1
6526,0
6527,1
6538,1
6541,0
6543,0
6546,1
6573,1
6578,0
6583,0
6584,0
6589,0
6592,1
6595,0
6597,0
6604,1
6606,1
6613,1
6619,1
6625,1
6626,1
6638,0
6639,0
6641,1
6645,1
6646,1
6651,1
6653,0
6662,1
6676,1
6684,1
6698,0
6704,1
6709,1
6710,1
6714,1
6717,1
6718,0
6719,1
6722,1
6724,1
6739,1
6740,0
6753,1
6760,1
6768,1
6771,0
6774,0
6775,0
6780,1
6787,1
6788,1
6793,0
6794,1
6800,0
6805,1
6814,0
6822,1
6825,1
6828,0
6839,1
6841,1
6842,1
6843,0
6848,1
6851,0
6854,1
6878,1
6879,1
6881,1
6883,0
6886,1
6893,0
6898,1
6907,1
6911,1
6913,1
6924,1
6926,1
6927,0
6931,1
6933,1
6934,0
6937,1
6945,1
6954,1
6959,0
6966,0
6971,0
6973,1
6978,1
6989,1
6993,0
7006,1
7011,1
7014,1
7015,1
7025,1
7028,1
7037,1
7040,0
7041,1
7043,1
7045,1
7046,0
7054,1
7057,1
7058,1
7059,1
7069,1
7070,0
7078,1
7086,1
7090,1
7091,1
7094,0
7100,1
7109,1
7121,0
7130,1
7131,1
7132,0
7133,0
7148,1
7151,1
7155,0
7159,1
7165,1
7176,1
7182,1
7187,1
7189,1
7190,0
7194,0
7196,1
7197,1
7208,1
7212,1
7215,1
7217,0
7222,0
7223,1
7227,1
7230,1
7239,0
7266,1
7272,1
7273,1
7274,0
7280,1
7281,0
7284,0
7292,1
7293,1
7299,1
7302,1
7305,1
7310,0
7313,0
7317,1
7323,1
7326,0
7333,1
7335,1
7343,0
7344,1
7347,1
7353,1
7361,0
7366,1
7385,1
7386,1
7408,1
7411,1
7422,1
7437,0
7451,1
7453,1
7459,1
7537,1
7551,0
7559,0
7644,1
7653,0
7660,0
7662,1
7696,1
7702,1
7705,1
7707,1
7721,1
7727,0
7742,0
7764,1
7768,0
7795,1
7801,1
7805,0
7808,1
7811,1
7841,0
7848,1
7851,0
7853,1
7866,1
7868,1
7870,0
7872,1
7875,0
7880,0
7881,1
7901,0
7905,0
7909,0
7936,1
7938,1
7943,1
7946,1
7951,1
7990,1
7998,1
8011,1
8020,1
8025,0
8051,1
8061,0
8073,1
8075,1
8078,1
8087,1
8091,1
8099,1
8118,1
8121,0
8125,0
8146,0
8152,1
8153,1
8161,1
8165,1
8175,1
8188,0
8257,0
8266,1
8273,1
8293,1
8317,1
8331,1
8344,1
8353,1
8366,0
8374,0
8382,0
8386,1
8423,0
8456,0
8491,0
8503,1
8510,0
8511,0
8544,1
8556,1
8578,1
8609,0
8610,0
8614,0
8657,1
8658,0
8669,1
8677,0
8678,1
8682,1
8710,1
8731,1
8745,1
8749,0
8752,1
8772,0
8779,0
8792,0
8812,1
8825,0
8852,1
8866,0
8894,0
8906,1
8936,1
8938,1
8957,0
8961,0
8970,0
9005,1
9031,0
9050,1
9051,1
9052,1
9066,1
9076,0
9090,1
9216,1
